uuid,name,slug,description,city,county,state,url,homes_url,created_at,updated_at
,Belair-Edison,,"Belair-Edison in Baltimore is surrounded by Herring Run Park and Clifton Park. In between are blocks of rowhouses, bungalows and Cape Cods. There are more than 50 local businesses in the neighborhood's commercial district.",,,,,,,
,Evergreen Lawn,,"Evergreen Lawn in Baltimore has row houses near parks like Helen Mackall and Gwynns Falls/Leakin. Shopping is convenient at Westside Shopping Center, and there is easy access to downtown via public transit or major routes.",,,,,,,
,Parklane,,"The community of Parklane in North Baltimore is a tiny neighborhood located just north of West Coldspring Lane. Featuring local park spaces and cozy homes, Parklane offers residents a quiet residential area with proximity to modern conveniences. A diverse, family-oriented neighborhood, the tranquil residential community of Parklane features",,,,,,,
,Harlem Park,,"Harlem Park is a historic community in West Baltimore that's looking toward the future. Classic rowhomes fill the community, alongside several parks and small markets.",,,,,,,
,Towanda-Grantley,,"Towanda-Grantley blends city and suburban living with row houses from $145,000, detached homes from $23,000, Druid Hill Park, metro access and quick routes to BWI airport and Hampden.",,,,,,,
,Parkview-Woodbrook,,"Parkview-Woodbrook features 1920s rowhouses, ongoing restorations, access to Druid Hill Park and metro, plus shopping and dining at Mondawmin Mall, just 3 miles from downtown attractions.",,,,,,,
,Richnor Springs,,"Baltimore’s Richnor Springs offers traditional rowhomes and easy access to York Road amenities. This small, dense neighborhood is centrally located, offering convenience to downtown and uptown Baltimore.",,,,,,,
,Baltimore-Linwood,,"Baltimore-Linwood, 3 miles east of downtown Baltimore, features early 1900s rowhouses. Patterson Park offers outdoor recreation. Local amenities include corner markets and Echo Bar & Grill. The area has convenient access to public transportation and I-895.",,,,,,,
,Allendale,,"Allendale has a history dating back to the 1920s and features traditional two-story row homes with brick facades. Amenities are nearby, including shopping at Edmonson Village Shopping Center. Downtown Baltimore is also nearby.",,,,,,,
,McElderry Park,,"McElderry Park in Baltimore is a thriving community with lots of renovated row houses. The neighborhood is near Patterson Park and offers easy access to Northeast Market, Johns Hopkins Hospital, and downtown attractions.",,,,,,,
,Lakeland,,"Lakeland is a South Baltimore neighborhood, with brick rowhouses and colorful single-family homes. Residents can visit Lakeland Park or nearby Middle Branch Park, and access nearby Light Rail stations and BWI Airport in minutes.",,,,,,,
,Lucille Park,,Lucille Park park in Baltimore has brick row houses that vary in condition. The area includes Jack Paulsen Park and Langston Hughes Community Center. Public transit options include Metro and bus routes along Reisterstown Road.,,,,,,,
,Saint Joseph's,,"Saint Joseph's in Baltimore is rooted in history and anchored by the Saint Joseph’s Monastery Parish. It hosts the highly rated Mount Saint Joseph High School, and historic brick row houses and duplexes.",,,,,,,
,Coldstream Homestead Montebello,,"Coldstream Homestead Montebello in East Baltimore is an active neighborhood, where residents meet for clean-ups and community walks among historic rowhouses. There are many nearby parks, and shops and restaurants line Harford Road and Greenmount Avenue.",,,,,,,
,Morrell Park,,"Morrell Park features traditional row houses and city skyline views. It’s close to downtown Baltimore, shopping, the Gwynns Falls Trail and Carroll Park Golf Course. Children attend Baltimore City Public Schools.",,,,,,,
,Bridgeview-Greenlawn,,"Bridgeview-Greenlawn in Baltimore is a transitional area featuring 1920s Federal-style row houses. The neighborhood is 3 miles from the downtown area and is situated between Gwynns Falls/Leakin Park and Druid Hill Park, close to the city and extensive recreation.",,,,,,,
,Carroll-South Hilton,,"Carroll-South Hilton in Baltimore features 1940s brick row homes. It’s close to Mount Olivet and Phelps Lane Park, Gwynns Falls/Leakin Park and Westside Shopping Center. Kids attend Baltimore City Public Schools.",,,,,,,
,Berea,,"Berea, an East Baltimore neighborhood, is known for its historic rowhouses and quiet streets. It offers convenient access to downtown, nearby shopping centers and outdoor spaces like Clifton Park and Baltimore Cemetery.",,,,,,,
,Curtis Bay,,"Curtis Bay in Baltimore blends industrial and residential areas with community gardens, recreation centers, and bay views. Locally owned eateries are within a short distance and commuters have easy access to downtown Baltimore.",,,,,,,
,Central Park Heights,,"Central Park Heights offers new development, Federal and Greek Revival row houses, red brick duplexes, a Main Street district, local parks, dining and metro connectivity in Northwest Baltimore.",,,,,,,
,Ellwood Park,,"Ellwood Park in Baltimore has traditional red-brick row houses. The namesake Ellwood Park and nearby Patterson Park offer green spaces and recreational facilities. Route 40 and public transit provide access to downtown, which is just 3 miles away.",,,,,,,
,East Baltimore Midway,,East Baltimore Midway offers urban living with historic rowhouses and community gardens. Neighborhood highlights include Clifton Park and the National Great Blacks in Wax Museum.,,,,,,,
,Langston Hughes,,Langston Hughes in Baltimore features brick row houses for lower prices near the Rogers Ave Metro Station. The C.C. Jackson Recreation Center and Pimlico Race Course are nearby. Shops and restaurants are on Reisterstown Road.,,,,,,,
,Madison-Eastend,,Madison-Eastend in Baltimore features early 20th-century brick row homes near sports fields at Frank C. Bocek Park. The area is walkable with several public transit options and easy access to Patterson Park and the Johns Hopkins Medical campus.,,,,,,,
,Mondawmin,,Mondawmin in Baltimore features classic row homes near Mondawmin Mall and Druid Hill Park. Coppin State University is a local landmark. Public transportation options connect residents to downtown Baltimore and beyond.,,,,,,,
,Four By Four,,"Four By Four is a small neighborhood in northeast Baltimore featuring traditional rowhouses near Clifton Park and Herring Run Park. Shopping complexes, bus stops and a public library are available in and around the neighborhood.",,,,,,,
,Biddle Street,,"Biddle Street in Baltimore features historic row homes near Johns Hopkins Hospital. This compact neighborhood is home to Eager Park, which has a community garden and a playground. There are a few local shops, and residents have access to transit.",,,,,,,
